406.000000,360.000000
406.000000,362.000000
405.000000,363.000000
405.000000,364.000000
404.000000,365.000000
400.000000,365.000000
399.000000,364.000000
398.000000,364.000000
397.000000,363.000000
397.000000,364.000000
398.000000,365.000000
398.000000,370.000000
397.000000,371.000000
396.000000,371.000000
395.000000,372.000000
394.000000,372.000000
394.000000,373.000000
395.000000,373.000000
396.000000,374.000000
397.000000,374.000000
398.000000,375.000000
398.000000,380.000000
397.000000,381.000000
397.000000,382.000000
398.000000,382.000000
399.000000,381.000000
404.000000,381.000000
405.000000,382.000000
405.000000,383.000000
406.000000,384.000000
406.000000,386.000000
407.000000,385.000000
407.000000,383.000000
409.000000,381.000000
414.000000,381.000000
415.000000,382.000000
416.000000,382.000000
415.000000,381.000000
415.000000,380.000000
414.000000,379.000000
414.000000,375.000000
415.000000,374.000000
418.000000,374.000000
419.000000,373.000000
418.000000,372.000000
416.000000,372.000000
415.000000,371.000000
415.000000,365.000000
416.000000,364.000000
414.000000,364.000000
413.000000,365.000000
409.000000,365.000000
408.000000,364.000000
408.000000,363.000000
407.000000,362.000000
407.000000,360.000000
