40.000000,357.000000
38.000000,359.000000
38.000000,360.000000
37.000000,361.000000
37.000000,364.000000
35.000000,366.000000
31.000000,366.000000
30.000000,367.000000
29.000000,367.000000
29.000000,368.000000
28.000000,369.000000
28.000000,372.000000
29.000000,373.000000
29.000000,374.000000
30.000000,374.000000
31.000000,375.000000
35.000000,375.000000
37.000000,377.000000
37.000000,382.000000
40.000000,385.000000
43.000000,385.000000
46.000000,382.000000
46.000000,378.000000
48.000000,376.000000
52.000000,376.000000
53.000000,375.000000
54.000000,375.000000
55.000000,374.000000
55.000000,373.000000
56.000000,372.000000
56.000000,369.000000
53.000000,366.000000
49.000000,366.000000
47.000000,364.000000
47.000000,360.000000
46.000000,359.000000
46.000000,358.000000
45.000000,358.000000
44.000000,357.000000
