107.000000,461.000000
106.000000,462.000000
105.000000,462.000000
104.000000,463.000000
103.000000,463.000000
99.000000,467.000000
99.000000,468.000000
98.000000,469.000000
98.000000,470.000000
97.000000,471.000000
97.000000,477.000000
98.000000,478.000000
98.000000,479.000000
99.000000,480.000000
99.000000,481.000000
103.000000,485.000000
104.000000,485.000000
105.000000,486.000000
106.000000,486.000000
107.000000,487.000000
113.000000,487.000000
114.000000,486.000000
116.000000,486.000000
117.000000,485.000000
118.000000,485.000000
121.000000,482.000000
121.000000,481.000000
122.000000,480.000000
122.000000,479.000000
123.000000,478.000000
123.000000,471.000000
122.000000,470.000000
122.000000,469.000000
121.000000,468.000000
121.000000,467.000000
117.000000,463.000000
116.000000,463.000000
115.000000,462.000000
114.000000,462.000000
113.000000,461.000000
